source,target,bytes,source_sha256,target_sha256,classification,note
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\backtest_reader.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\backtest_reader.py,14162,622d7ab4d44a632cf9e371511fa4cd41ee3a484e6735bb3cbd561e1cc310cf80,622d7ab4d44a632cf9e371511fa4cd41ee3a484e6735bb3cbd561e1cc310cf80,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\cli.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\cli.py,4426,d22c6dbcf29fd4b57e3f72c5feda1301cdda2dd1e62503fd65203e5ae367a8ac,d22c6dbcf29fd4b57e3f72c5feda1301cdda2dd1e62503fd65203e5ae367a8ac,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\health.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\health.py,3715,8b44a4108a2d042290799651890a837a22a96ce1b8a933a53aa97d7180765b5e,8b44a4108a2d042290799651890a837a22a96ce1b8a933a53aa97d7180765b5e,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\json_io.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\json_io.py,1240,6726dc90d3b5f49920ae65ac6d873c83070ac3bac62ce12b83d18457d50a69d8,6726dc90d3b5f49920ae65ac6d873c83070ac3bac62ce12b83d18457d50a69d8,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\liveops_reader.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\liveops_reader.py,6128,69ab7cbf5b66a4d87f0c5ecee11bd619d4187583e1274715af5f807efe4713ad,69ab7cbf5b66a4d87f0c5ecee11bd619d4187583e1274715af5f807efe4713ad,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\mtc_v2_reader.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\mtc_v2_reader.py,11801,e2263d9442fdba6cfea3af2a1967b5b3d286db22824a2ae66a71203ab4f9e45f,e2263d9442fdba6cfea3af2a1967b5b3d286db22824a2ae66a71203ab4f9e45f,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\optimization_reader.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\optimization_reader.py,18311,4db3aff5eec571b9ba4db3bb6fa1340b42b3d73e0c097c47a9e06840ab929f00,4db3aff5eec571b9ba4db3bb6fa1340b42b3d73e0c097c47a9e06840ab929f00,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\parity_reader.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\parity_reader.py,5508,dd223fab1a47d27017ae0ae1f68194fb922fdd345dc5a46f89a37baaaa75d766,dd223fab1a47d27017ae0ae1f68194fb922fdd345dc5a46f89a37baaaa75d766,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\paths.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\paths.py,2084,f636c61fabba96f7862ecabed4ccac054a6caaac9f3dbff1ac09db1f0f237a37,f636c61fabba96f7862ecabed4ccac054a6caaac9f3dbff1ac09db1f0f237a37,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\pine_builder_reader.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\pine_builder_reader.py,9237,18f158e5fc9b04e6d919f12aaf3434cdb765ec26f0e092efecd6c2e06e519717,18f158e5fc9b04e6d919f12aaf3434cdb765ec26f0e092efecd6c2e06e519717,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\pipeline_reader.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\pipeline_reader.py,49411,ef80393771e2d9e6d48ce6b78c8c207f5f83541277ba6ad1c72439a862d650b6,ef80393771e2d9e6d48ce6b78c8c207f5f83541277ba6ad1c72439a862d650b6,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\presentation_reader.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\presentation_reader.py,13765,4df00dd864ad49f1410467720bdff571eff9e7095b0cfab6b0c927a200f73232,4df00dd864ad49f1410467720bdff571eff9e7095b0cfab6b0c927a200f73232,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\read_model.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\read_model.py,8396,73248e5df77bad7cb7646a7555558520c140c48f1eeb0d35b88e0510252ff19d,73248e5df77bad7cb7646a7555558520c140c48f1eeb0d35b88e0510252ff19d,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\registry_reader.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\registry_reader.py,10973,45d9e030f039d44c609b9efbab4fa3e5046e3683bcec7da74844792a2de11711,45d9e030f039d44c609b9efbab4fa3e5046e3683bcec7da74844792a2de11711,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\schema.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\schema.py,3065,b9cec2ddc361fe814a7cbd08446552201931a0aaf2dc3d2dba83d95d05964784,b9cec2ddc361fe814a7cbd08446552201931a0aaf2dc3d2dba83d95d05964784,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\server.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\server.py,6837,02d8c29ff60d6736b0011c4f683a6a664e9e25902968ce2423d08b841095ce83,02d8c29ff60d6736b0011c4f683a6a664e9e25902968ce2423d08b841095ce83,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\task_lifecycle.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\task_lifecycle.py,2619,d2612a388f43f4bd030247be599c39cb9a59e0a1b47c347b0b79193a46ff00f1,d2612a388f43f4bd030247be599c39cb9a59e0a1b47c347b0b79193a46ff00f1,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\writer.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\writer.py,13389,326d882c213052335e6d1eac734a4c9b4cd351c8c028f74d2cd8245e3c0ed428,326d882c213052335e6d1eac734a4c9b4cd351c8c028f74d2cd8245e3c0ed428,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\__init__.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\__init__.py,72,e945e9642d7ec5b79891ec11ac0a54f37db09dd820f139b5ec628610e501d933,e945e9642d7ec5b79891ec11ac0a54f37db09dd820f139b5ec628610e501d933,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\__main__.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\mcc_readonly\__main__.py,81,2cdd23d4f5cd6c3b3e4cb690ad16d560637767b9ca5b2a3cf129fcc0a5ebc82b,2cdd23d4f5cd6c3b3e4cb690ad16d560637767b9ca5b2a3cf129fcc0a5ebc82b,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_audit_reader.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_audit_reader.py,13372,94c50bb26d5fe910b408c345618c7ffb66594177ce9625ed8b360e40a2de23d8,94c50bb26d5fe910b408c345618c7ffb66594177ce9625ed8b360e40a2de23d8,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_backtest_reader.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_backtest_reader.py,5562,14006af27cda23b7f34a0b52621b20b88cc7ac418ef66d5c085e8775a146a8b1,14006af27cda23b7f34a0b52621b20b88cc7ac418ef66d5c085e8775a146a8b1,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_liveops_reader.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_liveops_reader.py,3872,054657d8144ce39699a1ab8d1792ee41a32b9542ae6c1edfb6a5cca9661828df,054657d8144ce39699a1ab8d1792ee41a32b9542ae6c1edfb6a5cca9661828df,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_mtc_v2_reader.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_mtc_v2_reader.py,3604,4d1459e1a894315eb65ef0448e0890d0c37926e78c699c5e73ffa6835b9da89f,4d1459e1a894315eb65ef0448e0890d0c37926e78c699c5e73ffa6835b9da89f,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_optimization_reader.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_optimization_reader.py,3384,e400dccc103dc9df5c6241de2cbe9caededab890523a5e37ac2edd77e1ab5a09,e400dccc103dc9df5c6241de2cbe9caededab890523a5e37ac2edd77e1ab5a09,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_parity_reader.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_parity_reader.py,2994,2f8b1b51f965e73185fbe0212acbbc2546fd0b95c68fcefafde954fcc2365778,2f8b1b51f965e73185fbe0212acbbc2546fd0b95c68fcefafde954fcc2365778,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_pine_builder_reader.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_pine_builder_reader.py,3080,30de78bddc4d73747acad05434d92648cd6f568b7d542e1d543abfde95bf6090,30de78bddc4d73747acad05434d92648cd6f568b7d542e1d543abfde95bf6090,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_pipeline_reader.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_pipeline_reader.py,12051,0bcdf25712c4b69af09ad45765d218b7359d065c1b245176e5f715c47a343390,0bcdf25712c4b69af09ad45765d218b7359d065c1b245176e5f715c47a343390,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_readonly_core.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_readonly_core.py,6913,7c12584db6bb28193c9624c5868c1e2c4f5854156c6df0d8065c843749eb7676,7c12584db6bb28193c9624c5868c1e2c4f5854156c6df0d8065c843749eb7676,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_registry_reader.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_registry_reader.py,4037,d7e68586d700da432160a1cf3d12e18d0156ed6e51e104a8988d7370e594dc75,d7e68586d700da432160a1cf3d12e18d0156ed6e51e104a8988d7370e594dc75,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_task_lifecycle.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_task_lifecycle.py,1623,68dae42c5bd0b31b06935d3e8631ed5609b62a029452d4c88b724fb1c7d600e1,68dae42c5bd0b31b06935d3e8631ed5609b62a029452d4c88b724fb1c7d600e1,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_writer_gate.py,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\api\tests\test_writer_gate.py,4526,a23545635e7b3e7b43830fca3862237b6393a858a4b98c9778f2260fd466c9e6,a23545635e7b3e7b43830fca3862237b6393a858a4b98c9778f2260fd466c9e6,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\web\app.js,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\web\app.js,62622,fc5ed9f450802ce12f86b73107339909f39d5e49df339f07c5ad72fed6b5bf08,fc5ed9f450802ce12f86b73107339909f39d5e49df339f07c5ad72fed6b5bf08,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\web\index.html,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\web\index.html,23264,293e2c12aa510f3a33962cbf0379968bd8dbce5a160e30c189bb141ec97a5921,293e2c12aa510f3a33962cbf0379968bd8dbce5a160e30c189bb141ec97a5921,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\web\README.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\web\README.md,851,7d2c404c6822f65766aaa2bd030694ae5a60486e3e67375f1d8940aba39835c1,7d2c404c6822f65766aaa2bd030694ae5a60486e3e67375f1d8940aba39835c1,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\web\styles.css,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\08_DASHBOARD_APP\apps\web\styles.css,13686,fe7f6b6e46049a9001a3536b06e244d7ba0fffa79c510230d42a1af9e3f07d73,fe7f6b6e46049a9001a3536b06e244d7ba0fffa79c510230d42a1af9e3f07d73,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\ACCEPTANCE_CRITERIA.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\ACCEPTANCE_CRITERIA.md,1645,5b81b0bfc1d09151bb5c6f3e335bda917d9b139d8529217978a70b4d5a2abe7f,5b81b0bfc1d09151bb5c6f3e335bda917d9b139d8529217978a70b4d5a2abe7f,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\AI_WORKFLOW.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\AI_WORKFLOW.md,974,e87758ffb693c4b6e89503de8f36fa2595c9ddcd582dbe0a1644450232920edf,e87758ffb693c4b6e89503de8f36fa2595c9ddcd582dbe0a1644450232920edf,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\COMMAND_ALLOWLIST.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\COMMAND_ALLOWLIST.md,687,5cfdab041c4171478733497b2170c68f587855409ced9e60212372f4881953a2,5cfdab041c4171478733497b2170c68f587855409ced9e60212372f4881953a2,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\CONTROLLED_TASK_WRITER.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\CONTROLLED_TASK_WRITER.md,1252,113f9ff1f93d9256889289c309dc04769f3479ec3aa58e224ae75cf577277596,113f9ff1f93d9256889289c309dc04769f3479ec3aa58e224ae75cf577277596,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\DASHBOARD_TABS.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\DASHBOARD_TABS.md,1418,14829cf559a31647ef760adca6cccc93dab2eaccb9f4070f58425528f6a4c700,14829cf559a31647ef760adca6cccc93dab2eaccb9f4070f58425528f6a4c700,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\DATA_CONTRACTS.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\DATA_CONTRACTS.md,827,fd134875cfd7ce7ed99bb5956ff4d595c2e0535855050d206868f3a705c15103,fd134875cfd7ce7ed99bb5956ff4d595c2e0535855050d206868f3a705c15103,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\DATA_LINEAGE_SPEC.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\DATA_LINEAGE_SPEC.md,534,63d596b382c4cbd8ba142d01579cc04bc047b2e3330e2e35c2186945df0b3de4,63d596b382c4cbd8ba142d01579cc04bc047b2e3330e2e35c2186945df0b3de4,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\ERROR_TAXONOMY.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\ERROR_TAXONOMY.md,1277,0ee8d1510125c40493e77da924692ba0ead822e850e5ac4931ff10cd271175cc,0ee8d1510125c40493e77da924692ba0ead822e850e5ac4931ff10cd271175cc,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\HEALTHCHECKS.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\HEALTHCHECKS.md,901,9b43a1023fcf1b001be04e0397f78efe60ac8ad497d6d1068a685e7f06f2382d,9b43a1023fcf1b001be04e0397f78efe60ac8ad497d6d1068a685e7f06f2382d,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\MANUAL_USER_INPUT_PROTOCOL.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\MANUAL_USER_INPUT_PROTOCOL.md,408,58dc9fbb27ef8519488505e12d3b7e726cdeceff2aac54b8c42f996d44fcf85e,58dc9fbb27ef8519488505e12d3b7e726cdeceff2aac54b8c42f996d44fcf85e,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\MVP1_READ_MODEL.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\MVP1_READ_MODEL.md,1727,a069bace3ee9ac9132d0aa30133fbd168ebab3e20e3251481b1b797c6fc6dcd3,a069bace3ee9ac9132d0aa30133fbd168ebab3e20e3251481b1b797c6fc6dcd3,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\MVP_ROADMAP.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\MVP_ROADMAP.md,1979,d961232464a48eff7037fe4119b68eb08665c369853ec56a3e4fe49cc8a81877,d961232464a48eff7037fe4119b68eb08665c369853ec56a3e4fe49cc8a81877,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\NAMING_CONVENTIONS.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\NAMING_CONVENTIONS.md,333,0906962e749dc77170370da91ac09a1e8ced1749fed57d7f019df1342c97c788,0906962e749dc77170370da91ac09a1e8ced1749fed57d7f019df1342c97c788,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\PROTECTED_PATHS_POLICY.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\PROTECTED_PATHS_POLICY.md,600,f575bcfb090033345ef8b6605fc6cbd28f0ea4e07e13f8eae1587edbc082beb0,f575bcfb090033345ef8b6605fc6cbd28f0ea4e07e13f8eae1587edbc082beb0,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\RECOVERY_PLAYBOOK.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\RECOVERY_PLAYBOOK.md,522,00f53a0fd551a71faa0a7822fdfded847597995295754c74c487ef0f322501cd,00f53a0fd551a71faa0a7822fdfded847597995295754c74c487ef0f322501cd,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\SDLC_PROCESS.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\SDLC_PROCESS.md,608,f2daa0c6d365f2851cf6b12fd76520775379852594b0b0ff429a5ffb3145c287,f2daa0c6d365f2851cf6b12fd76520775379852594b0b0ff429a5ffb3145c287,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\SECURITY_MODEL.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\SECURITY_MODEL.md,927,233123c4e8411b7941360ec6165fa2dbff7d7cf35a82dd86a674aafaa70119e7,233123c4e8411b7941360ec6165fa2dbff7d7cf35a82dd86a674aafaa70119e7,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\STATUS_WRITE_PROTOCOL.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\STATUS_WRITE_PROTOCOL.md,890,c88f1869f363858264dfb1b52b95f45b311881dc79ad3e6ef78081c32f21f609,c88f1869f363858264dfb1b52b95f45b311881dc79ad3e6ef78081c32f21f609,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\TASK_LIFECYCLE_STATE_MACHINE.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\TASK_LIFECYCLE_STATE_MACHINE.md,423,5cea67858c8336a7e10f5cfbbfd7659dc06d928c10639abcd12ce8849589ca3e,5cea67858c8336a7e10f5cfbbfd7659dc06d928c10639abcd12ce8849589ca3e,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
C:\LAB\tradingview-lab\MTC_COMMAND_CENTER\09_DOCS\TRADINGVIEW_EXPORT_PROTOCOL.md,C:\LAB\Tradingview_LAB_CLEAN\MTC_COMMAND_CENTER\09_DOCS\TRADINGVIEW_EXPORT_PROTOCOL.md,438,81dece048e8634a58a95780c3fa572b923dc543f23ee2307e3dd2440e288b54c,81dece048e8634a58a95780c3fa572b923dc543f23ee2307e3dd2440e288b54c,ACTIVE_KEEP_CANONICAL_MTC_COMMAND_CENTER,
