case_no,case_name,phase,title,description,prev_case_diff,folder,status,export_file,enable_long,enable_short,allow_flip,regime_lock,max_entries,cooldown_bars,risk_per_long_pct,risk_per_short_pct,fallback_size_pct,max_leverage_cap,signal_mode,st_atr_len,st_factor,st_use_wicks,st_use_ha,use_ma_filter,ma_type,ma_length,use_ma_mtf,ma_htf_timeframe,use_htf_trend_filter,htf_trend_timeframe,htf_trend_ma_type,htf_trend_ma_len,htf_trend_buffer_pct,use_ma_slope_filter,ma_slope_len,ma_slope_min_pct,use_mcginley_filter,mcginley_length,mcginley_use_higher_timeframe,mcginley_htf_timeframe,use_volume_filter,vol_sma_length,vol_sma_mult,use_adx_filter,adx_length,adx_threshold,adx_use_higher_timeframe,adx_htf_timeframe,use_chop_filter,chop_length,chop_threshold,chop_use_higher_timeframe,chop_htf_timeframe,use_atr_vol_floor,atr_vol_floor_fast_len,atr_vol_floor_baseline_len,atr_vol_floor_mult,use_macd_regime_filter,use_macd_cross_filter,use_macd_hist_filter,macd_hist_mode,use_macd_zero_dist_filter,macd_zero_dist_min,macd_fast_len,macd_slow_len,macd_sig_len,macd_source,use_macd_htf_bias,macd_htf_timeframe,use_momentum_filter,momentum_mode,momentum_atr_len,momentum_atr_mult,momentum_roc_min_pct,use_session_filter,session_name,session_custom_string,sl_mode,sl_atr_len,sl_atr_mult,sl_pct,sl_swing_basis,sl_swing_lookback,sl_swing_atr_len,sl_swing_atr_mult,tp_mode,tp_atr_len,tp_atr_mult,tp_percent,tp_r_multiple,tp1_r_multiple,tp1_close_pct,tp2_r_multiple,use_break_even,be_trigger_r,be_buffer_r,use_trailing,trail_atr_len,trail_start_r,trail_distance_atr_mult,exit_on_opposite_signal,exit_on_ma_block,exit_on_ma_slope_block,exit_on_mcginley_block,exit_on_htf_trend_block,exit_on_vol_block,exit_on_atr_vol_block,exit_on_range_block,exit_on_candle_pattern_block,exit_on_level_prox_block,use_candle_pattern_gate,candle_pattern_lookback,use_level_proximity_gate,level_proximity_threshold_pct,level_proximity_lookback,use_time_stop,time_stop_bars,time_stop_condition,time_stop_eod,time_stop_eow,use_daily_loss_limit,max_daily_loss_pct,use_max_trades_per_day,max_trades_per_day,use_max_drawdown_guard,max_drawdown_pct,use_consecutive_loss_halt,max_consecutive_losses,use_equity_curve_filter,equity_ma_length,use_mae_guard,max_mae_pct,use_guard_recovery,guard_recovery_mode,guard_recovery_bars,guard_recovery_signals,use_trade_cooldown,cooldown_bars_after_exit,use_confirm_transform,confirm_bars,confirm_close_crosses,require_raw_still_true,refresh_on_new_raw,use_level_retest,retest_timeout_bars,retest_buffer_pct
case_043,case_043,Single-setting coverage,chop_threshold,chop_threshold: 61.8 -> 55,vs case_042: chop_length: 10 -> 14; chop_threshold: 61.8 -> 55,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_043,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-05_ec67c.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,True,14,55.0,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_044,case_044,Single-setting coverage,chop_use_higher_timeframe,chop_use_higher_timeframe: FALSE -> TRUE,vs case_043: chop_threshold: 55 -> 61.8; chop_use_higher_timeframe: FALSE -> TRUE,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_044,READY,MTCV2_1404_BINANCE_BTCUSDT.P_2026-04-19_f1ec6.xlsx,True,True,False,False,1,0,2.0,2.0,10.0,100.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,5e-05,False,200,False,240,False,20,1.0,False,14,25.0,False,240,True,14,61.8,True,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600,None,14,6.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_045,case_045,Single-setting coverage,chop_htf_timeframe,chop_htf_timeframe: 240 -> D,vs case_044: chop_htf_timeframe: 240 -> D,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_045,READY,MTCV2_1404_BINANCE_BTCUSDT.P_2026-04-19_caf8f.xlsx,True,True,False,False,1,0,2.0,2.0,10.0,100.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,5e-05,False,200,False,240,False,20,1.0,False,14,25.0,False,240,True,14,61.8,True,D,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600,None,14,6.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_046,case_046,Single-setting coverage,use_atr_vol_floor,use_atr_vol_floor: FALSE -> TRUE,vs case_045: use_chop_filter: TRUE -> FALSE; chop_use_higher_timeframe: TRUE -> FALSE; chop_htf_timeframe: 30 -> 240; use_atr_vol_floor: FALSE -> TRUE,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_046,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-06_33635.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,5.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,True,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,ATR,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_047,case_047,Single-setting coverage,atr_vol_floor_fast_len,atr_vol_floor_fast_len: 14 -> 10,vs case_046: atr_vol_floor_fast_len: 14 -> 10,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_047,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-06_c9c66.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,5.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,True,10,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,ATR,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_048,case_048,Single-setting coverage,atr_vol_floor_baseline_len,atr_vol_floor_baseline_len: 100 -> 50,vs case_047: atr_vol_floor_fast_len: 10 -> 14; atr_vol_floor_baseline_len: 100 -> 50,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_048,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-06_43fcc.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,5.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,True,14,50,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,ATR,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_049,case_049,Single-setting coverage,atr_vol_floor_mult,atr_vol_floor_mult: 0.5 -> 0.8,vs case_048: atr_vol_floor_baseline_len: 50 -> 100; atr_vol_floor_mult: 0.5 -> 0.8,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_049,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-06_f4fdb.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,5.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,True,14,100,0.8,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,ATR,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_050,case_050,Single-setting coverage,use_macd_regime_filter,use_macd_regime_filter: FALSE -> TRUE,vs case_049: use_atr_vol_floor: TRUE -> FALSE; atr_vol_floor_mult: 0.8 -> 0.5; use_macd_regime_filter: FALSE -> TRUE,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_050,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-06_a0a85.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,5.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,True,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,ATR,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_051,case_051,Single-setting coverage,use_macd_cross_filter,use_macd_cross_filter: FALSE -> TRUE,vs case_050: use_macd_regime_filter: TRUE -> FALSE; use_macd_cross_filter: FALSE -> TRUE,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_051,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-06_64535.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,5.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,True,False,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,ATR,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_052,case_052,Single-setting coverage,use_macd_hist_filter,use_macd_hist_filter: FALSE -> TRUE,vs case_051: use_macd_cross_filter: TRUE -> FALSE; use_macd_hist_filter: FALSE -> TRUE,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_052,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-06_fbd33.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,5.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,True,POSITIVE,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,ATR,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_053,case_053,Single-setting coverage,macd_hist_mode,macd_hist_mode: POSITIVE -> RISING,vs case_052: macd_hist_mode: POSITIVE -> RISING,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_053,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-06_ed49d.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,5.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,True,RISING,False,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,ATR,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_054,case_054,Single-setting coverage,use_macd_zero_dist_filter,use_macd_zero_dist_filter: FALSE -> TRUE,vs case_053: use_macd_hist_filter: TRUE -> FALSE; macd_hist_mode: RISING -> POSITIVE; use_macd_zero_dist_filter: FALSE -> TRUE,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_054,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-06_0f8f7.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,5.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,True,0.0,12,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,ATR,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_055,case_055,Single-setting coverage,macd_zero_dist_min,macd_zero_dist_min: 0 -> 0.1,vs case_054: macd_zero_dist_min: 0 -> 0.1,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_055,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-06_154d3.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,5.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,True,5.0,18,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,ATR,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_056,case_056,Single-setting coverage,macd_fast_len,macd_fast_len: 12 -> 8,vs case_055: use_macd_zero_dist_filter: TRUE -> FALSE; macd_zero_dist_min: 0.1 -> 0; macd_fast_len: 12 -> 8,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_056,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-06_9e65e.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,5.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,True,5.0,8,26,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,ATR,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_057,case_057,Single-setting coverage,macd_slow_len,macd_slow_len: 26 -> 21,vs case_056: macd_fast_len: 8 -> 12; macd_slow_len: 26 -> 21,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_057,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-06_b129d.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,5.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,True,5.0,12,21,9,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,ATR,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_058,case_058,Single-setting coverage,macd_sig_len,macd_sig_len: 9 -> 5,vs case_057: macd_slow_len: 21 -> 26; macd_sig_len: 9 -> 5,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_058,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-06_dfe8e.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,5.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,True,5.0,12,26,5,close,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,ATR,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_059,case_059,Single-setting coverage,macd_source,macd_source: close -> open,vs case_058: macd_sig_len: 5 -> 9; macd_source: close -> open,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_059,READY,MTC_V2_BINANCE_BTCUSDT.P_2026-04-06_965f7.xlsx,True,True,False,False,1,0,1.0,1.0,10.0,5.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,True,5.0,12,26,9,open,False,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,ATR,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_060,case_060,Single-setting coverage,use_macd_htf_bias,use_macd_htf_bias: FALSE -> TRUE,vs case_059: macd_source: open -> close; use_macd_htf_bias: FALSE -> TRUE,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_060,PLANNED,,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,True,240,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_061,case_061,Single-setting coverage,macd_htf_timeframe,macd_htf_timeframe: 240 -> 30,vs case_060: macd_htf_timeframe: 240 -> 30,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_061,PLANNED,,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,True,30,False,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_062,case_062,Single-setting coverage,use_momentum_filter,use_momentum_filter: FALSE -> TRUE,vs case_061: use_macd_htf_bias: TRUE -> FALSE; macd_htf_timeframe: 30 -> 240; use_momentum_filter: FALSE -> TRUE,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_062,PLANNED,,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,True,ATR_BODY,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_063,case_063,Single-setting coverage,momentum_mode,momentum_mode: ATR_BODY -> ROC,vs case_062: momentum_mode: ATR_BODY -> ROC,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_063,PLANNED,,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,True,ROC,14,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_064,case_064,Single-setting coverage,momentum_atr_len,momentum_atr_len: 14 -> 10,vs case_063: momentum_mode: ROC -> ATR_BODY; momentum_atr_len: 14 -> 10,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_064,PLANNED,,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,True,ATR_BODY,10,0.3,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
case_065,case_065,Single-setting coverage,momentum_atr_mult,momentum_atr_mult: 0.3 -> 0.5,vs case_064: momentum_atr_len: 10 -> 14; momentum_atr_mult: 0.3 -> 0.5,01_MASTER TEMPLATE_V2\05_PARITY\TW_EXPORT_CASES_V2\case_065,PLANNED,,True,True,False,False,1,0,1.0,1.0,10.0,1.0,Supertrend,21,4.0,False,False,False,EMA,200,False,60,False,240,EMA,100,0.1,False,200,0.005,False,200,False,240,False,20,1.0,False,14,25.0,False,240,False,14,61.8,False,240,False,14,100,0.5,False,False,False,POSITIVE,False,0.0,12,26,9,close,False,240,True,ATR_BODY,14,0.5,0.15,False,New York,0930-1600:America/New_York,None,14,2.0,1.0,Wick,20,14,0.5,None,14,3.0,3.0,2.0,3.0,50.0,5.5,False,1.0,0.1,False,14,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,5,False,0.5,50,False,50,Always,False,False,False,2.0,False,3,False,10.0,False,3,False,20,False,2.0,False,Bars,20,2,False,5,False,1,False,False,False,False,50,0.1
