status	tag	target_sha	target_description
CREATED	legacy/evbr/origin--research--hyperliquid-candle-data/2026-08-25	8308f0e8352d9bd4ad5973610ebf61bffd76f2b2	evidence-bearing branch origin/research/hyperliquid-candle-data; source ref refs/remotes/origin/research/hyperliquid-candle-data; tip drift since WP-P0-01: no; subject: docs(wayfinder): Hyperliquid candle data research (#53)
CREATED	legacy/evbr/origin--research--intake-front-audit/2026-08-25	8c574f3898ec08c700d30b1c09b93199d1d6fa14	evidence-bearing branch origin/research/intake-front-audit; source ref refs/remotes/origin/research/intake-front-audit; tip drift since WP-P0-01: no; subject: docs(research): intake front audit (wayfinder #56)
CREATED	legacy/evbr/origin--research--kernel-implementation-inventory/2026-08-25	8aabf65dcffcde2c881b64d6556c10b692b0eb8e	evidence-bearing branch origin/research/kernel-implementation-inventory; source ref refs/remotes/origin/research/kernel-implementation-inventory; tip drift since WP-P0-01: no; subject: docs(research): kernel implementation inventory (wayfinder #68)
CREATED	legacy/evbr/origin--research--kvm2-ops-baseline/2026-08-25	4ce8a07edea186d59861cca0e9e442745b976ca6	evidence-bearing branch origin/research/kvm2-ops-baseline; source ref refs/remotes/origin/research/kvm2-ops-baseline; tip drift since WP-P0-01: no; subject: docs(wayfinder): repo-side ops baseline (ticket #106)
CREATED	legacy/evbr/origin--research--lifecycle-prior-art/2026-08-25	ff5ad46e71d6d43447b227861dafe0270a467f76	evidence-bearing branch origin/research/lifecycle-prior-art; source ref refs/remotes/origin/research/lifecycle-prior-art; tip drift since WP-P0-01: no; subject: docs(research): lifecycle prior art (wayfinder #57)
CREATED	legacy/evbr/origin--research--lifecycle-stage-inventory/2026-08-25	4914bc8333a50b04b62e6110cee77d93b4223ff6	evidence-bearing branch origin/research/lifecycle-stage-inventory; source ref refs/remotes/origin/research/lifecycle-stage-inventory; tip drift since WP-P0-01: no; subject: docs(research): lifecycle stage inventory (wayfinder #55)
CREATED	legacy/evbr/origin--research--lifecycle-state-stores/2026-08-25	f69800600c48fe17489072ae59033ed6755e5a8c	evidence-bearing branch origin/research/lifecycle-state-stores; source ref refs/remotes/origin/research/lifecycle-state-stores; tip drift since WP-P0-01: no; subject: docs(research): lifecycle state stores (wayfinder #58)
CREATED	legacy/evbr/origin--research--old-package-extraction/2026-08-25	f0202309bf3dfb8713ac8e008e487db36840fb34	evidence-bearing branch origin/research/old-package-extraction; source ref refs/remotes/origin/research/old-package-extraction; tip drift since WP-P0-01: no; subject: docs(wayfinder): old Package 1 A.2 + Package 7 extraction (#52)
CREATED	legacy/evbr/origin--research--optimization-validation-state/2026-08-25	747075f68ca79d041699859ddf0ca9a4511c32ae	evidence-bearing branch origin/research/optimization-validation-state; source ref refs/remotes/origin/research/optimization-validation-state; tip drift since WP-P0-01: no; subject: docs(research): optimization/validation state (wayfinder #71)
CREATED	legacy/evbr/origin--research--oss-dashboard-survey/2026-08-25	57f0fa7187431734616dbde383ed1f95ce808e1d	evidence-bearing branch origin/research/oss-dashboard-survey; source ref refs/remotes/origin/research/oss-dashboard-survey; tip drift since WP-P0-01: no; subject: docs(wayfinder): OSS dashboard reuse survey (ticket #98)
CREATED	legacy/evbr/origin--research--parity-ground-truth/2026-08-25	e811a7be52a7c4059366ee02eaf146235bc974d0	evidence-bearing branch origin/research/parity-ground-truth; source ref refs/remotes/origin/research/parity-ground-truth; tip drift since WP-P0-01: no; subject: docs(research): parity ground truth (wayfinder #69)
CREATED	legacy/evbr/origin--research--process-failure-sweep/2026-08-25	52a359b9eecac65bb817dd2140ede4036b5d8670	evidence-bearing branch origin/research/process-failure-sweep; source ref refs/remotes/origin/research/process-failure-sweep; tip drift since WP-P0-01: no; subject: docs(wayfinder): context-loss and process-failure sweep (ticket #113)
CREATED	legacy/evbr/origin--research--repo-context-inventory/2026-08-25	da4c8264b412f63f0604dc7227e6fa386e288458	evidence-bearing branch origin/research/repo-context-inventory; source ref refs/remotes/origin/research/repo-context-inventory; tip drift since WP-P0-01: no; subject: docs(wayfinder): repo topology and AI-context inventory (ticket #112)
CREATED	legacy/evbr/origin--research--soak-hosting-options/2026-08-25	c7051a4a935f986d24543aa2650d0846b56eb9e2	evidence-bearing branch origin/research/soak-hosting-options; source ref refs/remotes/origin/research/soak-hosting-options; tip drift since WP-P0-01: no; subject: docs(wayfinder): soak hosting options research (#50)
